id,name,cell_id
12130205,Kangondo Ii,121302
12130206,Kibiraro I,121302
12130207,Kibiraro Ii,121302
12130301,Agashyitsi,121303
12130302,Amajyambere,121303
12130303,Izuba,121303
12130304,Gisimenti,121303
12130305,Ubumwe,121303
12130306,Ukwezi,121303
12130307,Urumuri,121303
12130401,Amahoro,121304
12130402,Rebero,121304
12130403,Ruturusu I,121304
12130404,Ruturusu Ii,121304
12130405,Ubumwe,121304
12140101,Bisenga,121401
12140102,Gakenyeri,121401
12140103,Gasiza,121401
12140104,Kidogo,121401
12140201,Agatare,121402
12140202,Gasagara,121402
12140203,Kamasasa,121402
12140204,Rugagi,121402
12140205,Ryabazana,121402
12140301,Abatangampundu,121403
12140302,Amahoro,121403
12140303,Isangano,121403
12140304,Kabeza,121403
12140305,Kalisimbi,121403
12140306,Masango,121403
12140401,Bwiza,121404
12140402,Cyanamo,121404
12140403,Gatare,121404
12140404,Kamashashi,121404
12140405,Mataba,121404
12140406,Nyagakombe,121404
12140407,Ruhangare,121404
12140501,Busenyi,121405
12140502,Kigabiro,121405
12140503,Kinyana,121405
12140504,Nyagisozi,121405
12140601,Cyeru,121406
12140602,Karambo,121406
12140603,Kataruha,121406
12140604,Mugeyo,121406
12140605,Rugarama,121406
12140606,Samuduha,121406
12140701,Gisharara,121407
12140702,Kabutare,121407
12140703,Kanyinya,121407
12140704,Kigarama,121407
12140705,Nyarucundura,121407
12140706,Runyonza,121407
12140707,Urumuri,121407
12140801,Kinyaga,121408
12140802,Mirama,121408
12140803,Nyagacyamo,121408
12140804,Rugende,121408
12140805,Ruhanga,121408
12150101,Gasharu,121501
12150102,Mulindi,121501
12150103,Vugavuge,121501
12150201,Kabarera,121502
12150202,Kamusengo,121502
12150203,Karekare,121502
12150204,Karuranga,121502
12150205,Nyakabande,121502
12150301,Kabaliza,121503
12150302,Nyamise,121503
12150303,Rwanyanza,121503
12150401,Cyili,121504
12150402,Kacyatwa,121504
12150403,Kandamira,121504
12150404,Kantabana,121504
12150405,Munini,121504
12150501,Abanyangeyo,121505
12150502,Kibenga,121505
12150503,Nyamvumvu,121505
12150601,Kamusare,121506
12150602,Karwiru,121506
12150603,Kigabiro,121506
12150604,Rukerereza,121506
12150605,Rwintare,121506
13010101,Gahanga,130101
13010102,Gatare,130101
13010103,Gatovu,130101
13010104,Rinini,130101
13010105,Rwinanka,130101
13010106,Ubumwe,130101
13010201,Kabeza,130102
13010202,Kabidandi,130102
13010203,Kiyanja,130102
13010204,Nyacyonga,130102
13010205,Nyagafunzo,130102
13010206,Nyakuguma,130102
13010207,Rugando Ii,130102
13010301,Amahoro,130103
13010302,Bigo,130103
13010303,Kabeza,130103
13010304,Kamuyinga,130103
13010305,Karembure,130103
13010306,Kimena,130103
13010307,Mubuga,130103
13010308,Rwamaya,130103
13010401,Kampuro,130104
13010402,Kigasa,130104
13010403,Mashyiga,130104
13010404,Nyabigugu,130104
13010405,Nyamuharaza,130104
13010406,Rukore,130104
13010407,Runyoni,130104
13010408,Sabununga,130104
13010501,Kigarama,130105
13010502,Kinyana,130105
13010503,Mugendo,130105
13010504,Nunga I,130105
13010505,Nunga Ii,130105
13010506,Rugasa,130105
13010601,Gahosha,130106
13010602,Gashubi,130106
13010603,Kaboshya,130106
13010604,Karambo,130106
13010605,Rebero,130106
13010606,Rugando I,130106
13020101,Amahoro,130201
13020102,Gakoki,130201
13020103,Gatenga,130201
13020104,Ihuriro,130201
13020105,Isangano,130201
13020106,Rugari,130201
13020201,Gwiza,130202
13020202,Ihuriro,130202
13020203,Jyambere,130202
13020204,Kamabuye,130202
13020205,Mahoro,130202
13020206,Ramiro,130202
13020207,Rebero,130202
13020208,Rugwiro,130202
13020209,Ruhuka,130202
13020210,Sangwa,130202
13020301,Bwiza,130203
13020302,Cyeza,130203
13020303,Gasabo,130203
13020304,Ihuriro,130203
13020305,Isonga,130203
13020306,Juru,130203
13020307,Marembo,130203
13020308,Murambi,130203
13020309,Nyanza,130203
13020310,Rebero,130203
13020311,Rusororo,130203
13020312,Sabaganga,130203
13020313,Taba,130203
13020401,Bigo,130204
13020402,Bisambu,130204
13020403,Kabeza,130204
13020404,Nyabikenke,130204
13030101,Gatare,130301
13030102,Kabuye I,130301
13030103,Kabuye Ii,130301
13030104,Kagunga I,130301
13030105,Kagunga Ii,130301
13030106,Rebero,130301
13030201,Kanserege I,130302
13030202,Kanserege Ii,130302
13030203,Kanserege Iii,130302
13030204,Marembo I,130302
13030205,Marembo Ii,130302
13030206,Marembo Iii,130302
13030301,Kigugu I,130303
13030302,Kigugu Ii,130303
13030303,Kigugu Iii,130303
13030304,Kinunga,130303
13030305,Ruganwa I,130303
13030306,Ruganwa Ii,130303
13030307,Ruganwa Iii,130303
13040101,Bwiza,130401
13040102,Byimana,130401
13040103,Ituze,130401
13040104,Kanserege,130401
13040105,Kinunga,130401
13040201,Kamuna,130402
13040202,Mugeyo,130402
13040203,Muyange,130402
13040204,Rugunga,130402
13040301,Inshuti,130403
13040302,Mpingayanyanza,130403
13040303,Nyacyonga,130403
13040304,Nyanza,130403
13040305,Rukatsa,130403
13040306,Taba,130403
13050101,Amahoro,130501
13050102,Antene,130501
13050103,Bamporeze I,130501
13050104,Bamporeze Ii,130501
13050105,Gashyushya,130501
13050106,Gishikiri,130501
13050107,Hope,130501
13050108,Kariyeri,130501
13050109,Nyarugugu,130501
13050110,Radari,130501
13050111,Rukore,130501
13050201,Akagera,130502
13050202,Bwiza,130502
13050203,Gasabo,130502
13050204,Giporoso I,130502
13050205,Giporoso Ii,130502
13050206,Juru,130502
13050207,Kabeza,130502
13050208,Karisimbi,130502
13050209,Muhabura,130502
13050210,Mulindi,130502
13050211,Nyarurembo,130502
13050212,Nyenyeri,130502
13050213,Rebero,130502
13050301,Bitare,130503
13050302,Byimana,130503
13050303,Cyurusagara,130503
13050304,Gakorokombe,130503
13050305,Gikundiro,130503
13050306,Gitarama,130503
13050307,Karama,130503
13050308,Nyabyunyu,130503
13050309,Nyarutovu,130503
13050310,Urukundo,130503
13050401,Beninka,130504
13050402,Bukunzi,130504
13050403,Cyeru,130504
13050404,Intwari,130504
13050405,Itunda,130504
13050406,Kavumu,130504
13050407,Susuruka,130504
13050408,Ubumwe,130504
13050409,Umunara,130504
13050410,Uwabarezi,130504
13050411,Zirakamwa,130504
13060101,Amajyambere,130601
13060102,Gasharu,130601
13060103,Sakirwa,130601
13060104,Umunyinya,130601
13060201,Gashiha,130602
13060202,Iriba,130602
13060203,Multimedia,130602
13060204,Umunyinya,130602
13060205,Umuremure,130602
13060206,Urugero,130602
13060301,Gasave,130603
13060302,Isoko,130603
13060303,Karisimbi,130603
13060304,Kicukiro,130603
13060305,Triangle,130603
13060306,Ubumwe,130603
13060401,Ahitegeye,130604
13060402,Intaho,130604
13060403,Iriba,130604
13060404,Isangano,130604
13060405,Urugero,130604
13070101,Gakokobe,130701
13070102,Gatare,130701
13070103,Imena,130701
13070104,Ituze,130701
13070105,Kabutare,130701
13070106,Kimisange,130701
13070107,Nyenyeri,130701
13070108,Ubumenyi,130701
13070201,Ibuga,130702
13070202,Ihuriro,130702
13070203,Murambi,130702
13070204,Rutoki,130702
13070205,Taba,130702
13070206,Terimbere,130702
13070207,Ubutare,130702
13070208,Umurimo,130702
13070301,Akimana,130703
13070302,Amahoro,130703
13070303,Byimana,130703
13070304,Indatwa,130703
13070305,Ingenzi,130703
13070306,Kabeza,130703
13070307,Karurayi,130703
13070308,Mataba,130703
13070309,Umucyo,130703
13070401,Kamabuye,130704
13070402,Karuyenzi,130704
13070403,Kivu,130704
13070404,Rebero,130704
13070405,Twishorezo,130704
13070406,Zuba,130704
13070501,Amajyambere,130705
13070502,Bwiza,130705
13070503,Nyarurembo,130705
13070504,Ubumwe,130705
13070505,Umutekano,130705
13070506,Urumuri,130705
13070507,Uwateke,130705
13080101,Kababyeyi,130801
13080102,Ayabaraya,130801
13080103,Nyamico,130801
